date,material,price,unit,location,source,retail_or_wholesale,data_type,notes
30/07/2025,steel,177.43,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,cement,301.25,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/07/2025,cement,290.41,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
30/07/2025,cement,268.2,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,cement,279.58,bag,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,cement,271.46,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,cement,287.16,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,cement,262.13,bag,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,sand,1419.86,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
30/07/2025,sand,1380.57,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
30/07/2025,sand,1330.64,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,sand,1402.38,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,sand,1270.18,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,sand,1349.13,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,sand,1345.37,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,gravel,1539.88,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/07/2025,gravel,1444.03,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
30/07/2025,gravel,1440.34,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,gravel,1515.55,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,gravel,1374.95,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,gravel,1397.86,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,gravel,1428.92,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,lumber,784.09,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
30/07/2025,lumber,756.4,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
30/07/2025,lumber,709.63,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,lumber,742.11,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,lumber,689.2,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,lumber,710.99,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,lumber,721.61,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,plywood,866.45,sheet,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
30/07/2025,plywood,839.91,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
30/07/2025,plywood,808.16,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,plywood,836.76,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,plywood,809.78,sheet,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
30/07/2025,plywood,817.82,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
30/07/2025,plywood,833.88,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,steel,203.66,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
06/08/2025,steel,196.22,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
06/08/2025,steel,189.4,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,steel,199.06,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,steel,186.34,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,steel,184.06,pc,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,steel,184.46,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,cement,298.66,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
06/08/2025,cement,295.05,bag,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
06/08/2025,cement,273.52,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,cement,281.21,bag,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,cement,278.52,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,cement,281.05,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,cement,273.99,bag,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,sand,1434.38,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
06/08/2025,sand,1391.64,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
06/08/2025,sand,1351.83,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,sand,1403.02,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,sand,1312.28,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,sand,1371.98,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,sand,1344.69,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,gravel,1584.48,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
06/08/2025,gravel,1481.95,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
06/08/2025,gravel,1429.04,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,gravel,1498.69,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,gravel,1411.04,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,gravel,1474.48,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,gravel,1436.47,cubic_m,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,lumber,748.76,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
06/08/2025,lumber,784.4,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
06/08/2025,lumber,715.92,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,lumber,732.34,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,lumber,722.95,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,lumber,739.31,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,lumber,732.73,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
06/08/2025,plywood,895.79,sheet,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
06/08/2025,plywood,867.7,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
06/08/2025,plywood,825.6,sheet,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,plywood,831.23,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,plywood,784.45,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,plywood,821.26,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
06/08/2025,plywood,839.74,sheet,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
13/08/2025,steel,201.14,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
13/08/2025,steel,192.63,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
13/08/2025,steel,187.24,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
13/08/2025,steel,191.51,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,steel,188.06,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,steel,195.26,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,steel,184.35,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,cement,298.72,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
13/08/2025,cement,293.52,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
13/08/2025,cement,274.26,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,cement,281.72,bag,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
13/08/2025,cement,263.9,bag,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
13/08/2025,cement,267.12,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,cement,266.65,bag,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1448.15,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1381.69,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1345.61,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1383.42,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1298.08,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1346.51,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,sand,1291.77,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,gravel,1583.88,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
13/08/2025,gravel,1553.15,cubic_m,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
13/08/2025,gravel,1406.26,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,gravel,1450.52,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,gravel,1383.77,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
13/08/2025,gravel,1470.2,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,gravel,1434.18,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,lumber,798.85,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
13/08/2025,lumber,785.51,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
13/08/2025,lumber,700.71,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,lumber,752.86,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
13/08/2025,lumber,723.86,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,lumber,725.42,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,lumber,715.06,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,plywood,888.03,sheet,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
13/08/2025,plywood,871.86,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
13/08/2025,plywood,836.84,sheet,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,plywood,878.4,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,plywood,828.54,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,plywood,823.36,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
13/08/2025,plywood,819.05,sheet,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,steel,200.13,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
20/08/2025,steel,196.69,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
20/08/2025,steel,187.57,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,steel,190.86,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,steel,181.82,pc,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,steel,190.67,pc,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,steel,187.75,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,cement,299.98,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
20/08/2025,cement,294.32,bag,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
20/08/2025,cement,267.73,bag,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,cement,278.7,bag,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,cement,269.07,bag,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,cement,283.31,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,cement,284.55,bag,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,sand,1459.39,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
20/08/2025,sand,1443.48,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
20/08/2025,sand,1304.18,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,sand,1400.65,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,sand,1364.73,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
20/08/2025,sand,1333.11,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,sand,1311.66,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1584.81,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1529.12,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1384.06,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1469.2,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1450.34,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1446.04,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,gravel,1416.51,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,lumber,794.83,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
20/08/2025,lumber,772.78,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
20/08/2025,lumber,718.05,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,lumber,736.08,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,lumber,749.7,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,lumber,748.48,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,lumber,722.29,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,plywood,900.89,sheet,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
20/08/2025,plywood,871.97,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
20/08/2025,plywood,828.64,sheet,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,plywood,844.8,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,plywood,792.54,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,plywood,837.84,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
20/08/2025,plywood,809.64,sheet,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,steel,205.02,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
27/08/2025,steel,201.86,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
27/08/2025,steel,189.6,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,steel,190.05,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,steel,182.42,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,steel,188.64,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,steel,189.52,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,302.63,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,287.37,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,267.62,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,296.76,bag,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,271.2,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,269.72,bag,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,cement,268.63,bag,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,sand,1480.21,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
27/08/2025,sand,1482.38,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
27/08/2025,sand,1390.2,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,sand,1392.27,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,sand,1243.24,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,sand,1353.96,cubic_m,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,sand,1299.35,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,gravel,1560.7,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
27/08/2025,gravel,1500.98,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
27/08/2025,gravel,1427.57,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,gravel,1509.31,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,gravel,1403.03,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,gravel,1445.44,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,gravel,1423.05,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,lumber,823.47,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
27/08/2025,lumber,750.49,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
27/08/2025,lumber,726.9,pc,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,lumber,771.41,pc,Davao City - Talomo,Mindanao Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,lumber,707.19,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,lumber,748.17,pc,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,lumber,696.52,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,plywood,887.52,sheet,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
27/08/2025,plywood,860.17,sheet,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
27/08/2025,plywood,822.19,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,plywood,847.97,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
27/08/2025,plywood,807.2,sheet,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,plywood,845.84,sheet,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
27/08/2025,plywood,778.14,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,steel,202.13,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
03/09/2025,steel,201.56,pc,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
03/09/2025,steel,181.93,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,steel,197.28,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,steel,182.81,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,steel,190.26,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,steel,190.43,pc,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,cement,305.98,bag,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
03/09/2025,cement,296.51,bag,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
03/09/2025,cement,269.37,bag,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,cement,287.57,bag,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,cement,273.57,bag,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,cement,281.03,bag,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,cement,280.74,bag,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,sand,1457.74,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
03/09/2025,sand,1467.85,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
03/09/2025,sand,1382.15,cubic_m,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,sand,1405.35,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,sand,1324.51,cubic_m,Davao City - Calinan,Marzan Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,sand,1370.86,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,sand,1375.8,cubic_m,Davao City - Mintal,Ace Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,gravel,1596.6,cubic_m,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
03/09/2025,gravel,1501.66,cubic_m,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
03/09/2025,gravel,1455.5,cubic_m,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,gravel,1463.43,cubic_m,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,gravel,1395.79,cubic_m,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,gravel,1448.08,cubic_m,Davao City - Panacan,City Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,gravel,1388.95,cubic_m,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,lumber,771.97,pc,Davao City - Poblacion,Wilcon Depot,retail,synthetic,Based on public price range interpolation
03/09/2025,lumber,794.7,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
03/09/2025,lumber,716.78,pc,Davao City - Toril,Davies Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,lumber,761.6,pc,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,lumber,713.8,pc,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,lumber,741.94,pc,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,lumber,727.43,pc,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,plywood,878.46,sheet,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
03/09/2025,plywood,893.28,sheet,Davao City - Buhangin,CitiHardware,retail,synthetic,Based on public price range interpolation
03/09/2025,plywood,806.82,sheet,Davao City - Toril,Davies Hardware,retail,synthetic,Based on public price range interpolation
03/09/2025,plywood,840.92,sheet,Davao City - Talomo,Mindanao Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,plywood,819.59,sheet,Davao City - Calinan,Marzan Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,plywood,818.89,sheet,Davao City - Panacan,City Hardware,retail,public_reference,Based on public price range interpolation
03/09/2025,plywood,786.55,sheet,Davao City - Mintal,Ace Hardware,retail,public_reference,Based on public price range interpolation
10/09/2025,steel,206.04,pc,Davao City - Poblacion,Wilcon Depot,retail,public_reference,Based on public price range interpolation
10/09/2025,steel,194.43,pc,Davao City - Buhangin,CitiHardware,retail,public_reference,Based on public price range interpolation
